Modelo,Usa_Penalidade,ID_Fluxo,Rota,Tipo_Rota,Origem,Lat_O,Lon_O,Destino,Lat_D,Lon_D,Custo_Horas,Doses,Vacina,Modal
2,False,PortoVelho_AC_CoronaVac,PortoVelho -> AC,ik,PortoVelho,-8.7494,-63.9106,AC,-8.77,-70.55,3.186,652,CoronaVac,aereo
2,False,PortoVelho_AM_Pfizer,PortoVelho -> AM,ik,PortoVelho,-8.7494,-63.9106,AM,-3.07,-61.66,3.103,4549,Pfizer,aereo
2,False,PortoVelho_AM_CoronaVac,PortoVelho -> AM,ik,PortoVelho,-8.7494,-63.9106,AM,-3.07,-61.66,3.103,3694,CoronaVac,aereo
2,False,PortoVelho_RO_AstraZeneca,PortoVelho -> RO,ik,PortoVelho,-8.7494,-63.9106,RO,-11.22,-62.8,2.488,6212,AstraZeneca,aereo
2,False,PortoVelho_RO_CoronaVac,PortoVelho -> RO,ik,PortoVelho,-8.7494,-63.9106,RO,-11.22,-62.8,2.488,1207,CoronaVac,aereo
2,False,PortoVelho_RO_Janssen,PortoVelho -> RO,ik,PortoVelho,-8.7494,-63.9106,RO,-11.22,-62.8,2.488,692,Janssen,aereo
2,False,RioBranco_AC_Pfizer,RioBranco -> AC,ik,RioBranco,-9.9724,-67.8101,AC,-8.77,-70.55,2.535,4668,Pfizer,aereo
2,False,RioBranco_AC_AstraZeneca,RioBranco -> AC,ik,RioBranco,-9.9724,-67.8101,AC,-8.77,-70.55,2.535,4668,AstraZeneca,aereo
2,False,RioBranco_AC_CoronaVac,RioBranco -> AC,ik,RioBranco,-9.9724,-67.8101,AC,-8.77,-70.55,2.535,4016,CoronaVac,aereo
2,False,RioBranco_AC_Janssen,RioBranco -> AC,ik,RioBranco,-9.9724,-67.8101,AC,-8.77,-70.55,2.535,778,Janssen,aereo
2,False,RioBranco_AM_Pfizer,RioBranco -> AM,ik,RioBranco,-9.9724,-67.8101,AM,-3.07,-61.66,3.665,7,Pfizer,aereo
2,False,RioBranco_RO_Janssen,RioBranco -> RO,ik,RioBranco,-9.9724,-67.8101,RO,-11.22,-62.8,2.918,342,Janssen,aereo
2,False,Manaus_AM_Pfizer,Manaus -> AM,ik,Manaus,-3.0922,-60.0604,AM,-3.07,-61.66,2.289,13849,Pfizer,aereo
2,False,Manaus_AM_AstraZeneca,Manaus -> AM,ik,Manaus,-3.0922,-60.0604,AM,-3.07,-61.66,2.289,27644,AstraZeneca,aereo
2,False,Manaus_AM_CoronaVac,Manaus -> AM,ik,Manaus,-3.0922,-60.0604,AM,-3.07,-61.66,2.289,23749,CoronaVac,aereo
2,False,Manaus_AM_Janssen,Manaus -> AM,ik,Manaus,-3.0922,-60.0604,AM,-3.07,-61.66,2.289,4606,Janssen,aereo
2,False,BoaVista_RR_Pfizer,BoaVista -> RR,ik,BoaVista,2.8212,-60.673,RR,1.89,-61.22,2.195,4911,Pfizer,aereo
2,False,BoaVista_RR_AstraZeneca,BoaVista -> RR,ik,BoaVista,2.8212,-60.673,RR,1.89,-61.22,2.195,5824,AstraZeneca,aereo
2,False,BoaVista_RR_CoronaVac,BoaVista -> RR,ik,BoaVista,2.8212,-60.673,RR,1.89,-61.22,2.195,5301,CoronaVac,aereo
2,False,BoaVista_RR_Janssen,BoaVista -> RR,ik,BoaVista,2.8212,-60.673,RR,1.89,-61.22,2.195,970,Janssen,aereo
2,False,Belem_AM_Pfizer,Belem -> AM,ik,Belem,-1.4554,-48.5051,AM,-3.07,-61.66,4.393,870,Pfizer,aereo
2,False,Belem_AM_CoronaVac,Belem -> AM,ik,Belem,-1.4554,-48.5051,AM,-3.07,-61.66,4.393,201,CoronaVac,aereo
2,False,Belem_AP_CoronaVac,Belem -> AP,ik,Belem,-1.4554,-48.5051,AP,1.41,-51.77,2.785,958,CoronaVac,aereo
2,False,Belem_MA_AstraZeneca,Belem -> MA,ik,Belem,-1.4554,-48.5051,MA,-2.55,-44.3,2.785,134,AstraZeneca,aereo
2,False,Belem_PA_Pfizer,Belem -> PA,ik,Belem,-1.4554,-48.5051,PA,-5.53,-52.29,3.004,11806,Pfizer,aereo
2,False,Belem_PA_AstraZeneca,Belem -> PA,ik,Belem,-1.4554,-48.5051,PA,-5.53,-52.29,3.004,15197,AstraZeneca,aereo
2,False,Belem_PA_CoronaVac,Belem -> PA,ik,Belem,-1.4554,-48.5051,PA,-5.53,-52.29,3.004,13704,CoronaVac,aereo
2,False,Belem_PA_Janssen,Belem -> PA,ik,Belem,-1.4554,-48.5051,PA,-5.53,-52.29,3.004,2794,Janssen,aereo
2,False,Macapa_AM_Pfizer,Macapa -> AM,ik,Macapa,0.0407,-51.0574,AM,-3.07,-61.66,3.996,1507,Pfizer,aereo
