Modelo,Usa_Penalidade,ID_Fluxo,Rota,Tipo_Rota,Origem,Lat_O,Lon_O,Destino,Lat_D,Lon_D,Custo_Horas,Doses,Vacina,Modal
1,False,PortoVelho_RioBranco_Pfizer,PortoVelho -> RioBranco,ij,PortoVelho,-8.7494,-63.9106,RioBranco,-9.9724,-67.8101,2.729,2855,Pfizer,aereo
1,False,PortoVelho_Manaus_Pfizer,PortoVelho -> Manaus,ij,PortoVelho,-8.7494,-63.9106,Manaus,-3.0922,-60.0604,3.234,1694,Pfizer,aereo
1,False,PortoVelho_Manaus_AstraZeneca,PortoVelho -> Manaus,ij,PortoVelho,-8.7494,-63.9106,Manaus,-3.0922,-60.0604,3.234,6968,AstraZeneca,aereo
1,False,PortoVelho_Manaus_CoronaVac,PortoVelho -> Manaus,ij,PortoVelho,-8.7494,-63.9106,Manaus,-3.0922,-60.0604,3.234,5553,CoronaVac,aereo
1,False,PortoVelho_Manaus_Janssen,PortoVelho -> Manaus,ij,PortoVelho,-8.7494,-63.9106,Manaus,-3.0922,-60.0604,3.234,692,Janssen,aereo
1,False,RioBranco_Manaus_Pfizer,RioBranco -> Manaus,ij,RioBranco,-9.9724,-67.8101,Manaus,-3.0922,-60.0604,3.865,4675,Pfizer,aereo
1,False,RioBranco_Manaus_AstraZeneca,RioBranco -> Manaus,ij,RioBranco,-9.9724,-67.8101,Manaus,-3.0922,-60.0604,3.865,5015,AstraZeneca,aereo
1,False,RioBranco_Manaus_CoronaVac,RioBranco -> Manaus,ij,RioBranco,-9.9724,-67.8101,Manaus,-3.0922,-60.0604,3.865,4016,CoronaVac,aereo
1,False,RioBranco_Manaus_Janssen,RioBranco -> Manaus,ij,RioBranco,-9.9724,-67.8101,Manaus,-3.0922,-60.0604,3.865,1239,Janssen,aereo
1,False,Manaus_PortoVelho_Pfizer,Manaus -> PortoVelho,ij,Manaus,-3.0922,-60.0604,PortoVelho,-8.7494,-63.9106,3.234,6212,Pfizer,aereo
1,False,Manaus_PortoVelho_AstraZeneca,Manaus -> PortoVelho,ij,Manaus,-3.0922,-60.0604,PortoVelho,-8.7494,-63.9106,3.234,6212,AstraZeneca,aereo
1,False,Manaus_PortoVelho_CoronaVac,Manaus -> PortoVelho,ij,Manaus,-3.0922,-60.0604,PortoVelho,-8.7494,-63.9106,3.234,6212,CoronaVac,aereo
1,False,Manaus_PortoVelho_Janssen,Manaus -> PortoVelho,ij,Manaus,-3.0922,-60.0604,PortoVelho,-8.7494,-63.9106,3.234,1034,Janssen,aereo
1,False,Manaus_RioBranco_Pfizer,Manaus -> RioBranco,ij,Manaus,-3.0922,-60.0604,RioBranco,-9.9724,-67.8101,3.865,1813,Pfizer,aereo
1,False,Manaus_RioBranco_AstraZeneca,Manaus -> RioBranco,ij,Manaus,-3.0922,-60.0604,RioBranco,-9.9724,-67.8101,3.865,4668,AstraZeneca,aereo
1,False,Manaus_RioBranco_CoronaVac,Manaus -> RioBranco,ij,Manaus,-3.0922,-60.0604,RioBranco,-9.9724,-67.8101,3.865,4668,CoronaVac,aereo
1,False,Manaus_RioBranco_Janssen,Manaus -> RioBranco,ij,Manaus,-3.0922,-60.0604,RioBranco,-9.9724,-67.8101,3.865,778,Janssen,aereo
1,False,Manaus_BoaVista_Pfizer,Manaus -> BoaVista,ij,Manaus,-3.0922,-60.0604,BoaVista,2.8212,-60.673,3.074,5824,Pfizer,aereo
1,False,Manaus_BoaVista_AstraZeneca,Manaus -> BoaVista,ij,Manaus,-3.0922,-60.0604,BoaVista,2.8212,-60.673,3.074,5824,AstraZeneca,aereo
1,False,Manaus_BoaVista_CoronaVac,Manaus -> BoaVista,ij,Manaus,-3.0922,-60.0604,BoaVista,2.8212,-60.673,3.074,5824,CoronaVac,aereo
1,False,Manaus_BoaVista_Janssen,Manaus -> BoaVista,ij,Manaus,-3.0922,-60.0604,BoaVista,2.8212,-60.673,3.074,970,Janssen,aereo
1,False,BoaVista_Manaus_Pfizer,BoaVista -> Manaus,ij,BoaVista,2.8212,-60.673,Manaus,-3.0922,-60.0604,3.074,4911,Pfizer,aereo
1,False,BoaVista_Manaus_AstraZeneca,BoaVista -> Manaus,ij,BoaVista,2.8212,-60.673,Manaus,-3.0922,-60.0604,3.074,6647,AstraZeneca,aereo
1,False,BoaVista_Manaus_CoronaVac,BoaVista -> Manaus,ij,BoaVista,2.8212,-60.673,Manaus,-3.0922,-60.0604,3.074,5301,CoronaVac,aereo
1,False,BoaVista_Manaus_Janssen,BoaVista -> Manaus,ij,BoaVista,2.8212,-60.673,Manaus,-3.0922,-60.0604,3.074,1730,Janssen,aereo
1,False,Belem_Manaus_Pfizer,Belem -> Manaus,ij,Belem,-1.4554,-48.5051,Manaus,-3.0922,-60.0604,4.107,6800,Pfizer,aereo
1,False,Belem_Manaus_AstraZeneca,Belem -> Manaus,ij,Belem,-1.4554,-48.5051,Manaus,-3.0922,-60.0604,4.107,8729,AstraZeneca,aereo
1,False,Belem_Manaus_CoronaVac,Belem -> Manaus,ij,Belem,-1.4554,-48.5051,Manaus,-3.0922,-60.0604,4.107,7333,CoronaVac,aereo
1,False,Belem_Manaus_Janssen,Belem -> Manaus,ij,Belem,-1.4554,-48.5051,Manaus,-3.0922,-60.0604,4.107,75,Janssen,aereo
1,False,Belem_Macapa_Pfizer,Belem -> Macapa,ij,Belem,-1.4554,-48.5051,Macapa,0.0407,-51.0574,2.535,5876,Pfizer,aereo
1,False,Belem_Macapa_AstraZeneca,Belem -> Macapa,ij,Belem,-1.4554,-48.5051,Macapa,0.0407,-51.0574,2.535,5876,AstraZeneca,aereo
1,False,Belem_Macapa_CoronaVac,Belem -> Macapa,ij,Belem,-1.4554,-48.5051,Macapa,0.0407,-51.0574,2.535,5876,CoronaVac,aereo
1,False,Belem_Macapa_Janssen,Belem -> Macapa,ij,Belem,-1.4554,-48.5051,Macapa,0.0407,-51.0574,2.535,978,Janssen,aereo
1,False,Belem_SaoLuis_AstraZeneca,Belem -> SaoLuis,ij,Belem,-1.4554,-48.5051,SaoLuis,-2.5274,-44.3061,2.783,726,AstraZeneca,aereo
1,False,Belem_SaoLuis_CoronaVac,Belem -> SaoLuis,ij,Belem,-1.4554,-48.5051,SaoLuis,-2.5274,-44.3061,2.783,1654,CoronaVac,aereo
1,False,Belem_SaoLuis_Janssen,Belem -> SaoLuis,ij,Belem,-1.4554,-48.5051,SaoLuis,-2.5274,-44.3061,2.783,2178,Janssen,aereo
1,False,Macapa_Manaus_CoronaVac,Macapa -> Manaus,ij,Macapa,0.0407,-51.0574,Manaus,-3.0922,-60.0604,3.722,5441,CoronaVac,aereo
1,False,Macapa_Manaus_Janssen,Macapa -> Manaus,ij,Macapa,0.0407,-51.0574,Manaus,-3.0922,-60.0604,3.722,841,Janssen,aereo
1,False,Macapa_Belem_Pfizer,Macapa -> Belem,ij,Macapa,0.0407,-51.0574,Belem,-1.4554,-48.5051,2.535,8296,Pfizer,aereo
1,False,Macapa_Belem_AstraZeneca,Macapa -> Belem,ij,Macapa,0.0407,-51.0574,Belem,-1.4554,-48.5051,2.535,8421,AstraZeneca,aereo
1,False,Macapa_Belem_Janssen,Macapa -> Belem,ij,Macapa,0.0407,-51.0574,Belem,-1.4554,-48.5051,2.535,805,Janssen,aereo
1,False,Palmas_Manaus_Pfizer,Palmas -> Manaus,ij,Palmas,-10.1845,-48.3337,Manaus,-3.0922,-60.0604,4.463,3924,Pfizer,aereo
1,False,Palmas_Brasilia_AstraZeneca,Palmas -> Brasilia,ij,Palmas,-10.1845,-48.3337,Brasilia,-15.7975,-47.8919,3.017,5203,AstraZeneca,aereo
1,False,Palmas_Brasilia_CoronaVac,Palmas -> Brasilia,ij,Palmas,-10.1845,-48.3337,Brasilia,-15.7975,-47.8919,3.017,7002,CoronaVac,aereo
1,False,Palmas_Brasilia_Janssen,Palmas -> Brasilia,ij,Palmas,-10.1845,-48.3337,Brasilia,-15.7975,-47.8919,3.017,653,Janssen,aereo
1,False,SaoLuis_Belem_Pfizer,SaoLuis -> Belem,ij,SaoLuis,-2.5274,-44.3061,Belem,-1.4554,-48.5051,2.783,6829,Pfizer,aereo
1,False,SaoLuis_Belem_AstraZeneca,SaoLuis -> Belem,ij,SaoLuis,-2.5274,-44.3061,Belem,-1.4554,-48.5051,2.783,8338,AstraZeneca,aereo
1,False,SaoLuis_Belem_CoronaVac,SaoLuis -> Belem,ij,SaoLuis,-2.5274,-44.3061,Belem,-1.4554,-48.5051,2.783,16766,CoronaVac,aereo
1,False,SaoLuis_Belem_Janssen,SaoLuis -> Belem,ij,SaoLuis,-2.5274,-44.3061,Belem,-1.4554,-48.5051,2.783,1989,Janssen,aereo
1,False,SaoLuis_Fortaleza_CoronaVac,SaoLuis -> Fortaleza,ij,SaoLuis,-2.5274,-44.3061,Fortaleza,-3.7254,-38.5236,3.065,2429,CoronaVac,aereo
1,False,SaoLuis_Fortaleza_Janssen,SaoLuis -> Fortaleza,ij,SaoLuis,-2.5274,-44.3061,Fortaleza,-3.7254,-38.5236,3.065,1333,Janssen,aereo
1,False,Teresina_Fortaleza_Pfizer,Teresina -> Fortaleza,ij,Teresina,-5.0911,-42.8116,Fortaleza,-3.7254,-38.5236,2.811,6583,Pfizer,aereo
1,False,Teresina_Fortaleza_AstraZeneca,Teresina -> Fortaleza,ij,Teresina,-5.0911,-42.8116,Fortaleza,-3.7254,-38.5236,2.811,15466,AstraZeneca,aereo
1,False,Teresina_Fortaleza_CoronaVac,Teresina -> Fortaleza,ij,Teresina,-5.0911,-42.8116,Fortaleza,-3.7254,-38.5236,2.811,17624,CoronaVac,aereo
1,False,Teresina_Fortaleza_Janssen,Teresina -> Fortaleza,ij,Teresina,-5.0911,-42.8116,Fortaleza,-3.7254,-38.5236,2.811,2353,Janssen,aereo
1,False,Fortaleza_Belem_Pfizer,Fortaleza -> Belem,ij,Fortaleza,-3.7254,-38.5236,Belem,-1.4554,-48.5051,3.848,1641,Pfizer,aereo
1,False,Fortaleza_Belem_AstraZeneca,Fortaleza -> Belem,ij,Fortaleza,-3.7254,-38.5236,Belem,-1.4554,-48.5051,3.848,7,AstraZeneca,aereo
1,False,Fortaleza_SaoLuis_Pfizer,Fortaleza -> SaoLuis,ij,Fortaleza,-3.7254,-38.5236,SaoLuis,-2.5274,-44.3061,3.065,13070,Pfizer,aereo
1,False,Fortaleza_SaoLuis_AstraZeneca,Fortaleza -> SaoLuis,ij,Fortaleza,-3.7254,-38.5236,SaoLuis,-2.5274,-44.3061,3.065,12344,AstraZeneca,aereo
1,False,Fortaleza_SaoLuis_CoronaVac,Fortaleza -> SaoLuis,ij,Fortaleza,-3.7254,-38.5236,SaoLuis,-2.5274,-44.3061,3.065,11416,CoronaVac,aereo
1,False,Fortaleza_Teresina_Pfizer,Fortaleza -> Teresina,ij,Fortaleza,-3.7254,-38.5236,Teresina,-5.0911,-42.8116,2.811,10868,Pfizer,aereo
1,False,Fortaleza_Teresina_AstraZeneca,Fortaleza -> Teresina,ij,Fortaleza,-3.7254,-38.5236,Teresina,-5.0911,-42.8116,2.811,10868,AstraZeneca,aereo
1,False,Fortaleza_Teresina_CoronaVac,Fortaleza -> Teresina,ij,Fortaleza,-3.7254,-38.5236,Teresina,-5.0911,-42.8116,2.811,10868,CoronaVac,aereo
