Modelo,Usa_Penalidade,ID_Fluxo,Rota,Tipo_Rota,Origem,Lat_O,Lon_O,Destino,Lat_D,Lon_D,Custo_Horas,Doses,Vacina,Modal
3,False,PortoVelho_RO_Renato_Medeiros_Pfizer,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,3106,Pfizer,rodoviario
3,False,PortoVelho_RO_Renato_Medeiros_AstraZeneca,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,3106,AstraZeneca,rodoviario
3,False,PortoVelho_RO_Renato_Medeiros_CoronaVac,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,3106,CoronaVac,rodoviario
3,False,PortoVelho_RO_Renato_Medeiros_Janssen,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,517,Janssen,rodoviario
3,False,PortoVelho_RO_Mariana_Pfizer,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,1443,Pfizer,rodoviario
3,False,PortoVelho_RO_Mariana_AstraZeneca,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,3106,AstraZeneca,rodoviario
3,False,PortoVelho_RO_Mariana_CoronaVac,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,2447,CoronaVac,rodoviario
3,False,PortoVelho_RO_Mariana_Janssen,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,175,Janssen,rodoviario
3,False,RioBranco_AC_Deusimar_Pinheiro_Pfizer,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,0.569,2334,Pfizer,rodoviario
3,False,RioBranco_AC_Deusimar_Pinheiro_AstraZeneca,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,0.569,2334,AstraZeneca,rodoviario
